source	date	quote	quote_lemmatized	values	values_minimal
2	20150911	" Und SPD-Fraktionschef Thomas Oppermann kritisierte:  ""Da soll nur zusätzlich Angst geschürt werden"" , dabei habe CSU auch keine Antwort auf die Probleme"	  SPD-Fraktionschef Thomas Oppermann kritisieren   sollen zusätzlich Angst schüren dabei CSU Antwort Problem 	['700', '701']	{'7'}
2	20150911	"Der frühere Bundesinnenminister Hans-Peter Friedrich legte nach und bezeichnet die Entscheidung, die Flüchtlinge aus Ungarn unregistriert ins Land zu lassen, als  ""beispiellose politische Fehlleistung""  der Bundesregierung, auch weil eine schwer abschätzbare Zahl von IS-Kämpfern und islamistischen Schläfern sei."	früh Bundesinnenminister Hans-Peter Friedrich legen bezeichnen Entscheidung Flüchtling Ungarn unregistriern Land lassen   beispiellos politisch Fehlleistung   Bundesregierung schwer abschätzbar Zahl IS-Kämpfer islamistisch Schläfern 	['100', '105']	{'1'}
2	20150911	"""Das Grundrecht auf Asyl für politisch Verfolgte kennt keine Obergrenze"" , verkündete Merkel ebenfalls per Interview."	Grundrecht Asyl politisch verfolgter kennen Obergrenze verkünden Merkel ebenfalls per Interview 	['100', '102']	{'1'}
2	20151114	Seehofer forderte zum wiederholten Mal, die Zahl der Flüchtlinge zu begrenzen – und bekam tosenden Applaus.	Seehofer fordern wiederholt Mal Zahl Flüchtling begrenzen bekommen tosend Applaus 	['100', '102']	{'1'}
2	20150911	Die lehnt es ab, die Aufnahme von Flüchtlingen zu begrenzen.	lehnen ab Aufnahme Flüchtling begrenzen 	['100', '102']	{'1'}
2	20150911	"Bundestagsvizepräsidentin Claudia Roth (Grüne) bezeichnete Friedrichs Äußerungen als  ""vollkommenen Blödsinn""  und  ""furchtbar"" . "	Bundestagsvizepräsidentin Claudia Roth grüne bezeichnen Friedrich Äußerung   vollkommen Blödsinn     furchtbar 	['100', '105']	{'1'}
2	20151116	Sie betonte auf dem G-20-Gipfel in der Türkei, dass es dann nicht weiter zu illegaler Migration in die EU kommen dürfe.	betonen G-20-Gipfel Türkei illegal Migration EU kommen dürfen 	['100', '101']	{'1'}
2	20151114	"""Die Zeit unkontrollierter Zuwanderung und illegaler Einwanderung kann so nicht weitergehen."""	Zeit unkontrolliert Zuwanderung illegal Einwanderung weitergehen 	['100', '101']	{'1'}
2	20151116	Dafür werde die Türkei gebraucht, sagte Gabriel.	dafür Türkei brauchen sagen Gabriel 	['500', '507']	{'5'}
2	20151116	Kanzlerin Angela Merkel setzt in der Flüchtlingskrise auf die Festlegung der Europäischen Union und der Türkei auf Kontingente für Flüchtlinge.	Kanzlerin Angela Merkel setzen Flüchtlingskrise Festlegung europäisch Union Türkei Kontingent Flüchtling 	['100', '102', '500', '501', '507']	{'5', '1'}
2	20151116	Auch SPD-Chef Sigmar Gabriel warb in Berlin für eine solche Lösung.	SPD-Chef Sigmar Gabriel werben Berlin Lösung 	['100', '102', '500', '501', '507']	{'5', '1'}
2	20151115	"Er betonte, man müsse die Flüchtlingsfrage  ""sauber trennen""  von der Bekämpfung des Terrorismus."	betonen müssen Flüchtlingsfrage   sauber trennen   Bekämpfung Terrorismus 	['400', '499']	{'4'}
2	20151116	"""Wir wollen alles dafür tun, die europäischen Außengrenzen sicherer zu machen, um dann im kommenden Jahr so etwas wie einen Neustart in der Flüchtlingspolitik zu schaffen."" "	dafür tun europäisch Außengrenze sicher kommend Jahr Neustart Flüchtlingspolitik schaffen 	['100', '105', '500', '501']	{'5', '1'}
2	20151114	"Angesichts der starken Zuwanderung  ""müssen wir wissen, wer durch unser Land fährt"" , sagte Seehofer."	angesichts stark Zuwanderung   müssen wissen wer Land fahren sagen Seehofer 	['400', '405']	{'4'}
2	20151114	Es wäre gut, wenn Merkel einräumen würde, dass die zeitlich unbefristete Öffnung der Grenzen für Flüchtlinge ein Fehler war.	gut Merkel einräumen zeitlich unbefristet Öffnung Grenze Flüchtling Fehler 	['100', '105']	{'1'}
2	20151116	 Merkel und Gabriel werben für Kontingente	  Merkel Gabriel werben Kontingent 	['100', '102']	{'1'}
2	20151124	"Seehofers Botschaft:  ""Wir sind der festen Überzeugung, dass die Zustimmung der Bevölkerung nicht auf Dauer zu haben ist, wenn wir nicht zu einer Obergrenze der  Zuwanderung kommen."""	Seehofer Botschaft   fest Überzeugung Zustimmung Bevölkerung Dauer Obergrenze   Zuwanderung kommen 	['100', '102']	{'1'}
2	20151215	Merkel setzt dafür auf die Zusammenarbeit mit den EU-Mitgliedstaaten und hatte ihre Partei um Geduld gebeten.	Merkel setzen dafür Zusammenarbeit EU-Mitgliedstaat Partei Geduld bitten 	['500', '501']	{'5'}
2	20151215	Seehofer drängt hingegen auf Eile bei der Reduzierung der Flüchtlingszahlen.	Seehofer drängen hingegen Eile Reduzierung Flüchtlingszahl 	['100', '102', '800', '812']	{'8', '1'}
2	20151215	"Auch bei der Begrifflichkeit rückt er von Merkel ab:  ""Wir favorisieren Begrenzung."""	Begrifflichkeit rücken Merkel ab   favorisieren Begrenzung 	['100', '102']	{'1'}
2	20151116	"Die SPD verfolge seit Wochen zusammen mit Merkel das Ziel, große Flüchtlingskontingente an die Stelle  ""chaotischer Zuwanderung""  zu setzen."	SPD verfolgen seit Woche zusammen Merkel Ziel groß Flüchtlingskontingent Stelle   chaotisch Zuwanderung   setzen 	['100', '102']	{'1'}
2	20151215	"Natürlich halte auch die CSU von Abschottung  ""gar nichts"" , sagt Seehofer."	natürlich halten CSU Abschottung   gar sagen Seehofer 	['100', '104']	{'1'}
2	20151215	Denn auch die CDU hatte sich auf ihrem Parteitag darauf geeinigt, die Zahl der ankommenden Flüchtlinge zu reduzieren.	CDU Parteitag darauf Zahl ankommend Flüchtling reduzieren 	['100', '102']	{'1'}
2	20151215	Denn die Verhandlungen gestalteten sich schwierig, Staaten wie Ungarn oder Polen blockieren die Idee einer gleichmäßigen Verteilung von Asylbewerbern.	  Verhandlung gestalteen schwierig Staat Ungarn Polen blockieren Idee gleichmäßig Verteilung Asylbewerber 	['500', '501']	{'5'}
2	20151103	"Merkel sprach vor einer CDU/CSU-Fraktionssitzung von einer  ""nationalen großen Aufgabe"" , die man  ""gemeinsam bewerkstelligen""  wolle.  ""Die Union ist dazu auch bereit."""	Merkel sprechen CDU CSU-Fraktionssitzung   national groß Aufgabe   gemeinsam bewerkstelligen     Union bereit 	['700', '799']	{'7'}
2	20151103	dpa | Bundeskanzlerin Angela Merkel hat vor militärischen Konflikten in Europa als Folge der Flüchtlingskrise gewarnt.	dpa Bundeskanzlerin Angela Merkel militärisch Konflikt Europa Folge Flüchtlingskrise warnen 	['500', '508']	{'5'}
2	20151103	Seehofer pochte jedoch erneut auf die Einführung der von der SPD abgelehnten Transitzonen.	Seehofer pochen jedoch erneut Einführung SPD abgelehnt Transitzone 	['200', '215']	{'2'}
2	20151103	Durch die Schließung von Grenzen könne das Flüchtlingsproblem nicht gelöst werden.	Schließung Grenze Flüchtlingsproblem lösen 	['100', '104']	{'1'}
2	20151215	Er wählt eine rabiatere Rhetorik als Merkel am Vortag, spricht von einer großen Flüchtlingswelle und davon, dass sie gestoppt werden müsse.	wählen rabiat Rhetorik Merkel Vortag sprechen groß Flüchtlingswelle davon stoppen müssen 	['100', '104']	{'1'}
2	20151103	"""Ich möchte nicht, dass dort wieder militärische Auseinandersetzungen notwendig werden"" , sagte Merkel."	möchten militärisch Auseinandersetzung notwendig sagen Merkel 	['500', '508']	{'5'}
2	20151103	Kanzlerin gegen Grenzschließung.	Kanzlerin Grenzschließung 	['100', '104']	{'1'}
2	20150120	Während Grüne, Linke und SPD zumindest mit den Wortführern von Pegida jeden Dialog ablehnen, zeigt sich die CDU dafür jetzt offen.	grüne linke SPD zumindest Wortführer Pegida Dialog ablehnen zeigen CDU dafür offen 	['700', '712']	{'7'}
2	20150427	Deutschland will die geplante Verstärkung der Seenotrettung im Mittelmeer unterstützen und vor allem Flüchtlinge aus Syrien und dem Irak aufnehmen	Deutschland geplant Verstärkung Seenotrettung Mittelmeer unterstützen Flüchtling Syrien Irak aufnehmen 	['100', '111']	{'1'}
2	20150120	Grüne Jugend in Sachsen fordert seinen Rücktritt als Direktor der Landeszentrale	grün Jugend Sachsen fordern Rücktritt Direktor Landeszentrale 	['800', '899']	{'8'}
2	20150120	"Seine Maxime lautet:  ""Dialog ja – aber nicht zum Nulltarif, sondern nur unter bestimmten Bedingungen"""	Maxime lauten   Dialog ja Nulltarif bestimmt Bedingung 	['700', '712']	{'7'}
2	20150903	Aber Armutsauswanderung ist eben keine Flucht und damit kein Asylgrund.	Armutsauswanderung eben Flucht Asylgrund 	['700', '707']	{'7'}
2	20150903	Wenn auch die EU hoffentlich bald sichere Herkunftsländer definiert haben wird, dann sollte man nicht schlauer sein wollen als die EU.	EU hoffentlich bald sicher Herkunftsland definieren sollen Schlauer EU 	['500', '504']	{'5'}
2	20150903	Die Verfahren sollen bereits in den Erstaufnahmeeinrichtungen forciert werden, etwa durch Außenstellen von Gerichten.	Verfahren sollen bereits Erstaufnahmeeinrichtung forcieren etwa Außenstelle Gericht 	['800', '812']	{'8'}
2	20150903	Und deutlich frühere Integration, inklusive Deutschkursen und Arbeitssuche, für diejenigen, die als Flüchtlinge länger oder für immer bleiben werden.	deutlich früh Integration inklusive Deutschkurse Arbeitssuche derjenige Flüchtling lang immer bleiben 	['300', '302', '399', '600', '601']	{'6', '3'}
2	20150929	" ""Liebes linkes Pack (frei nach Gabriel), Ihr skandiert auf einem ,Willkommensfest‘ gleiche Parolen wie NPD. Und merkt es nicht mal.""  "	  Liebes link Pack frei Gabriel skandieren Willkommensfest gleich Parole NPD merken mal   	['700', '710']	{'7'}
2	20150903	 Eine Einwanderung ohne klare Jobperspektive jedenfalls geht nicht.	  Einwanderung klar Jobperspektiv jedenfalls gehen 	['100', '101']	{'1'}
2	20150903	Die Teilnahme an einer NPD-Demo etwa geht gar nicht.	Teilnahme NPD-Demo etwa gehen gar 	['700', '709']	{'7'}
2	20150903	Sichere Herkunftsländer: Die Koalition möchte drei weitere Balkanstaaten zu sicheren Herkunftsländern erklären, nämlich Albanien, Kosovo und Montenegro.	sicher Herkunftsland Koalition möchten drei weit Balkanstaat sicher Herkunftsland erklären nämlich Albanien Kosovo Montenegro 	['500', '504']	{'5'}
2	20150903	Abschiebungen: Union und SPD wollen Asylverfahren beschleunigen, geplant sind drei Monate statt bisher neun.	Abschiebung Union SPD Asylverfahren beschleunigen planen drei Monat statt bisher neun 	['200', '207', '800', '812']	{'8', '2'}
2	20150903	 Viel entscheidender ist die gesellschaftliche Diskussion über Zuwanderung, wir brauchen eine Änderung des Blickwinkels.	  entscheidend gesellschaftlich Diskussion Zuwanderung brauchen Änderung Blickwinkel 	['700', '712']	{'7'}
2	20150903	Schnellere und zentrale Verfahren für die höchstwahrscheinlich erfolglosen Asylanträge aus dem Balkan.	Schneller zentral Verfahren höchstwahrscheinlich erfolglos Asylantrag Balkan 	['500', '504', '800', '812']	{'8', '5'}
2	20150903	 Im Gegenzug werde ich als Nazi beschimpft, weil ich etwas gegen vermummte Linksextremisten habe.	  Gegenzug Nazi beschimpfen vermummt Linksextremist 	['700', '710']	{'7'}
2	20150903	Die Kunst ist, berechtigten Fragen ernsthaft zu begegnen, ohne billig nach dem Mund zu reden. Zu viele haben den Eindruck, sie können ihre Sorgen nicht mehr vorbringen. Zuhören und argumentieren, auch wenn da mal ein Satz quer liegt, bei dem die politisch korrekte Hauptstadtszene sofort zusammenzuckt.	Kunst berechtigen Frage ernsthaft begegnen billig Mund reden viele Eindruck Sorge mehr vorbringen zuhören argumentieren mal Satz quer liegen politisch korrekt hauptstadtszene sofort zusammenzuckt 	['700', '712']	{'7'}
2	20151130	"Die Einigung zwischen der Europäischen Union (EU) und der Türkei auf die gemeinsame Abwehr  ""irregulärer Migranten""  ist im Europaparlament auf scharfen Protest gestoßen."	Einigung europäisch Union EU Türkei gemeinsam Abwehr   irregulär Migrant   Europaparlament scharf Protest stoßen 	['100', '104', '500', '507']	{'5', '1'}
2	20150910	Bundesregierung muss für den Ausgleich und die Flüchtlingshilfe zuschießen	Bundesregierung Ausgleich Flüchtlingshilfe schießen 	['800', '805']	{'8'}
2	20151130	Das Europaparlament übt scharfe Kritik.	Europaparlament üben scharf Kritik 	['100', '104', '500', '507']	{'5', '1'}
2	20151130	"Der türkische Ministerpräsident Ahmet Davutoğlu und die 28 Staats- und Regierungschefs der EU hatten sich am Sonntag auf einen  ""Aktionsplan""  zur Flüchtlingskrise sowie auf die Wiederbelebung der seit Jahren gestörten Beziehungen verständigt."	türkisch Ministerpräsident Ahmet Davutoğlu Staat Regierungschef EU Sonntag   Aktionsplan   Flüchtlingskrise sowie Wiederbelebung seit Jahr gestört Beziehung verständigen 	['500', '507']	{'5'}
2	20151130	"Im Gegenzug soll die Türkei verstärkt gegen  ""illegale Migration""  übers Mittelmeer vorgehen."	Gegenzug sollen Türkei verstärkt   illegal Migration   Mittelmeer vorgehen 	['100', '104', '500', '507']	{'5', '1'}
2	20151130	" Liberale, Linke und Grüne kritisierten, dass Kanzlerin Angela Merkel (CDU) und die 27 anderen EU-Chefs die Lösung des Flüchtlingsproblems  ""outsourcen""  wollten."	  liberale linke grüne kritisieren Kanzlerin Angela Merkel CDU EU-Chef Lösung Flüchtlingsproblem   outsourcen   	['500', '507']	{'5'}
2	20151130	"Es sei  ""schäbig"" , dass die EU nun Präsident Recep Tayyib  Erdoğan zum  ""obersten Grenzschützer""  mache, schimpft Ska Keller von den deutschen Grünen."	  schäbig EU Präsident Recep Tayyib   Erdoğan   oberer Grenzschützer   schimpfen Ska Keller deutsch grüne 	['500', '507']	{'5'}
2	20151130	Er könne nicht verstehen, wieso die Menschenrechte nicht ganz oben auf die Agenda standen, klagt Liberalen-Chef Guy Verhofstadt.	verstehen wieso Menschenrecht ganz oben Agenda stehen klagen Liberalen-Chef Guy Verhofstadt 	['700', '702']	{'7'}
2	20151130	Ab Sommer 2016 soll sie zudem abgewiesene Asylbewerber aus Europa zurücknehmen.	ab Sommer sollen zudem abgewiesen Asylbewerber Europa zurücknehmen 	['500', '507']	{'5'}
2	20151130	"Auch aus der CSU kam Kritik: Die Einigung sei  ""kein Blankoscheck"" , sagte Manfred Weber, der die konservative Fraktion im Europaparlament führt."	CSU kommen Kritik Einigung   Blankoscheck sagen Manfred Weber konservativ Fraktion Europaparlament führen 	['500', '507']	{'5'}
2	20151130	Flüchtlinge Die EU und die Türkei verständigen sich auf einen Aktionsplan, der Flüchtlinge künftig von Europa fernhalten soll.	Flüchtling EU Türkei verständigen Aktionsplan Flüchtling künftig Europa fernhalten sollen 	['100', '104', '500', '507']	{'5', '1'}
2	20151130	Kommissionschef Juncker kündigte am Montag an, seine Behörde werde im März einen Vorschlag zur Umverteilung von Flüchtlingen vorlegen.	Kommissionschef Juncker kündigen Montag Behörde März Vorschlag Umverteilung Flüchtling vorlegen 	['500', '501']	{'5'}
2	20151130	Offen ist auch, wie die EU die zugesagten 3 Milliarden Euro finanziert, mit denen die EU Flüchtlingsprojekte in der Türkei fördern will.	offen EU zugesagt Milliarde Euro finanzieren EU Flüchtlingsprojekt Türkei fördern 	['500', '507', '800', '805']	{'8', '5'}
2	20151130	"  ""Die Türkei muss ihr Äußerstes tun, um illegale Einwanderung nach Europa aufzuhalten, und die Zahl der Flüchtlinge muss erheblich zurückgehen"" , sagte Marc Rutte, Regierungschef der Niederlande."	   Türkei Äußerstes tun illegal Einwanderung Europa aufhalten Zahl Flüchtling erheblich zurückgehen sagen Marc Rutte Regierungschef Niederlande 	['100', '102', '104']	{'1'}
2	20151130	"Doch Merkel und Juncker planen schon die nächsten Schritte zur Abwehr  ""illegaler Flüchtlinge"""	Merkel Juncker planen schon nächster Schritt Abwehr   illegal Flüchtling 	['100', '104']	{'1'}
2	20151130	Und was wird mit den europäischen Kontingenten, die Merkel neuerdings in Berlin propagiert?	europäisch Kontingent Merkel neuerdings Berlin propagieren 	['100', '102']	{'1'}
2	20151109	"""Wir haben darüber gesprochen, dass der Vorschlag von Thomas de Maizière die Unterstützung der Union findet – aber noch mit der SPD beredet werden muss"" , sagte Generalsekretär Peter Tauber im Konrad-Adenauer-Haus."	darüber sprechen Vorschlag Thomas de Maizière Unterstützung Union finden SPD bereden sagen Generalsekretär Peter Tauber Konrad-Adenauer-Haus 	['300', '307']	{'3'}
2	20151109	Alle Parteigranden versammelten sich hinter der Idee, den Familiennachzug für Flüchtlinge stärker zu begrenzen – einen dazu passenden Präsidiumsbeschluss gab es inklusive.	Parteigrand versammeln Idee Familiennachzug Flüchtling stark begrenzen passend Präsidiumsbeschluss geben inklusive 	['300', '307']	{'3'}
2	20151109	Koalition Erst holt sich De Maizière mit seinem Vorstoß, den Familiennachzug für Syrer zu begrenzen, eine schroffe Abfuhr aus dem Kanzleramt.	Koalition erst holen De Maizière Vorstoß Familiennachzug Syrer begrenzen schroff Abfuhr Kanzleramt 	['300', '307']	{'3'}
2	20151109	"""Es bleibt bei bisheriger Praxis"" , twitterte Merkels Sprecher Seibert."	bleiben bisherig Praxis twitteren Merkel Sprecher Seibert 	['300', '307']	{'3'}
2	20151109	Die CDU läutete damit eine neue Runde ein, das geschrumpfte Asylrecht weiter zu schrumpfen.	CDU läuten neu Runde geschrumpft Asylrecht schrumpfen 	['100', '110']	{'1'}
2	20151109	Dazu muss man wissen, dass der Koalitionsgipfel für Leute mit diesem Schutzstatus einen Tag zuvor beschlossen hatte, den Familiennachzug auszusetzen.	wissen Koalitionsgipfel Leute Schutzstatus Tag zuvor beschließen Familiennachzug aussetzen 	['300', '307']	{'3'}
